78,2,292,97,12,11,0.17,2
79,2,292,97,12,11,0.17,2
80,2,292,97,12,11,0.17,2
81,2,292,97,12,11,0.17,2
82,2,292,97,12,11,0.16,2
83,2,292,97,12,11,0.15,2
84,2,292,97,12,11,0.16,2
85,2,292,97,12,11,0.17,2
86,2,292,97,12,11,0.17,2
87,2,292,97,12,11,0.16,2
88,2,292,97,11,11,0.18,2
89,2,292,98,11,10,0.18,2
90,2,292,98,11,10,0.17,2
91,2,292,98,11,10,0.15,2
92,2,292,98,11,10,0.15,2
93,2,292,98,11,10,0.14,2
94,2,292,98,11,10,0.16,2
95,2,292,98,11,10,0.15,2
96,2,292,98,11,10,0.15,2
97,2,292,98,11,10,0.15,2
98,2,292,98,11,10,0.15,2
99,2,292,98,11,10,0.15,2
100,2,292,98,11,10,0.17,2
101,2,292,98,11,10,0.17,2
102,2,292,98,11,10,0.17,2
105,2,292,98,11,10,0.15,2
106,2,292,97,12,11,0.15,2
107,2,292,97,12,11,0.32,2
108,2,292,97,12,11,0.31,2
109,2,292,97,12,11,0.31,2
110,2,292,97,12,11,0.27,2
111,2,292,97,12,11,0.26,2
112,2,292,97,12,11,0.27,2
113,2,292,97,12,11,0.26,2
114,2,292,97,12,11,0.27,2
115,2,292,97,12,11,0.27,2
116,2,292,97,12,11,0.25,2
117,2,292,97,12,11,0.26,2
118,2,292,97,12,11,0.28,2
119,2,292,97,12,11,0.25,2
120,2,292,97,12,11,0.25,2
121,2,292,97,12,11,0.27,2
122,2,292,97,12,11,0.28,2
123,2,292,97,12,11,0.28,2
124,2,292,97,12,11,0.29,2
125,2,292,97,12,11,0.26,2
126,2,292,97,12,11,0.27,2
127,2,292,97,12,11,0.27,2
128,2,292,96,12,12,0.28,2
129,2,292,97,12,11,0.28,2
130,2,292,96,12,12,0.27,2
131,2,292,96,12,12,0.29,2
132,2,292,96,12,12,0.28,2
133,2,292,96,12,12,0.29,2
134,2,292,96,12,12,0.29,2
135,2,292,96,12,12,0.29,2
136,2,292,96,12,12,0.29,2
137,2,292,97,12,11,0.30,2
138,2,292,97,12,11,0.30,2
139,2,292,96,12,12,0.30,2
140,2,292,96,12,12,0.30,2
141,2,292,96,12,12,0.30,2
142,2,292,96,12,12,0.30,2
143,2,292,96,12,12,0.30,2
144,2,292,96,12,12,0.30,2
145,2,292,96,12,12,0.34,2
146,2,292,97,12,12,0.27,2
147,2,292,97,12,12,0.27,2
148,2,292,97,12,12,0.27,2
149,2,292,97,12,12,0.29,2
150,2,292,97,12,12,0.29,2
151,2,292,97,12,12,0.29,2
152,2,292,97,12,12,0.28,2
153,2,292,97,12,12,0.28,2
154,2,292,97,12,12,0.28,2
155,2,292,97,12,12,0.28,2
156,2,292,97,12,12,0.30,2
157,2,292,97,12,12,0.31,2
158,2,292,97,12,12,0.32,2
159,2,292,97,12,12,0.32,2
160,2,292,97,12,12,0.33,2
161,2,292,97,12,12,0.33,2
162,2,292,97,12,12,0.33,2
163,2,292,97,12,12,0.34,2
164,2,292,97,12,12,0.34,2
165,2,292,98,12,11,0.26,2
166,2,292,98,12,11,0.26,2
167,2,292,98,12,11,0.27,2
168,2,292,98,12,11,0.26,2
169,2,292,98,12,11,0.26,2
170,2,292,98,12,11,0.25,2
171,2,292,98,12,11,0.25,2
172,2,292,98,12,11,0.25,2
173,2,292,97,12,12,0.28,2
174,2,292,97,12,12,0.29,2
175,2,292,98,12,11,0.28,2
176,2,292,97,12,12,0.30,2
177,2,292,97,12,12,0.30,2
178,2,292,98,12,11,0.27,2
179,2,292,98,12,11,0.27,2
180,2,292,98,12,11,0.26,2
181,2,292,98,12,11,0.25,2
182,2,292,98,12,11,0.25,2
183,2,292,98,12,11,0.24,2
184,2,292,98,12,11,0.24,2
185,2,292,98,12,10,0.26,2
186,2,292,98,12,10,0.26,2
187,2,292,98,12,10,0.27,2
188,2,292,98,12,10,0.22,2
189,2,292,98,12,10,0.21,2
190,2,292,98,12,10,0.21,2
191,2,292,98,12,10,0.24,2
192,2,292,98,12,10,0.22,2
193,2,292,98,12,10,0.21,2
194,2,292,98,12,10,0.23,2
195,2,292,98,12,10,0.25,2
196,2,292,98,12,10,0.26,2
197,2,292,98,12,10,0.28,2
198,2,292,98,12,10,0.27,2
199,2,292,98,12,10,0.24,2
200,2,293,98,11,10,0.23,2
201,2,293,98,11,10,0.20,2
202,2,292,98,12,10,0.23,2
203,2,292,98,12,10,0.13,2
204,2,292,98,12,10,0.13,2
205,2,292,98,12,10,0.14,2
206,2,292,98,12,10,0.15,2
207,2,293,98,12,10,0.19,2
208,2,293,97,12,11,0.23,2
209,2,293,98,12,10,0.23,2
210,2,293,98,12,10,0.20,2
211,2,293,98,12,10,0.23,2
212,2,293,98,12,10,0.24,2
213,2,293,98,12,10,0.26,2
