305,0,423,366,50,50,0.90,2
306,0,423,366,49,49,0.89,2
307,0,422,364,49,48,0.90,2
308,0,421,363,48,48,0.91,2
309,0,420,362,47,47,0.90,2
310,0,420,360,47,46,0.90,2
311,0,418,358,47,46,0.89,2
312,0,418,357,46,45,0.89,2
313,0,416,356,47,45,0.89,2
314,0,416,354,47,46,0.89,2
315,0,415,351,46,46,0.89,2
316,0,414,348,46,46,0.90,2
317,0,412,348,46,46,0.89,2
318,0,412,346,46,45,0.89,2
319,0,410,346,46,44,0.89,2
320,0,411,344,45,43,0.90,2
321,0,410,343,45,42,0.90,2
322,0,409,342,44,42,0.90,2
323,0,409,341,42,41,0.90,2
324,0,408,339,42,42,0.90,2
325,0,408,338,42,41,0.90,2
326,0,407,337,42,40,0.89,2
327,0,407,335,41,40,0.89,2
328,0,406,334,40,39,0.88,2
329,0,405,332,40,39,0.89,2
330,0,404,331,40,39,0.90,2
331,0,404,329,40,39,0.90,2
332,0,402,328,40,39,0.90,2
333,0,402,326,38,38,0.88,2
334,0,402,326,38,37,0.89,2
335,0,400,323,38,38,0.88,2
336,0,400,322,38,37,0.89,2
337,0,399,320,38,37,0.89,2
338,0,398,320,38,36,0.89,2
339,0,398,319,36,35,0.88,2
340,0,397,318,36,36,0.88,2
341,0,397,316,36,36,0.88,2
342,0,396,315,36,36,0.89,2
343,0,396,313,37,35,0.89,2
344,0,395,312,37,35,0.88,2
345,0,394,310,37,35,0.87,2
346,0,393,309,37,36,0.87,2
347,0,392,308,36,34,0.88,2
348,0,392,307,34,34,0.88,2
349,0,392,306,35,34,0.89,2
350,0,391,306,34,33,0.89,2
351,0,390,304,34,32,0.89,2
352,0,390,304,34,32,0.88,2
353,0,390,302,33,32,0.87,2
354,0,389,302,32,32,0.88,2
355,0,388,300,33,32,0.88,2
356,0,388,299,32,31,0.89,2
357,0,387,298,32,31,0.88,2
358,0,387,297,32,32,0.88,2
359,0,386,296,32,31,0.87,2
360,0,386,295,31,30,0.86,2
361,0,386,294,31,31,0.87,2
362,0,385,294,31,30,0.86,2
363,0,384,292,31,31,0.87,2
364,0,384,292,31,30,0.87,2
365,0,383,290,30,31,0.87,2
366,0,383,290,30,30,0.88,2
367,0,382,288,31,30,0.87,2
368,0,381,288,30,30,0.87,2
369,0,380,287,30,29,0.87,2
370,0,380,286,30,30,0.87,2
371,0,380,285,29,29,0.87,2
372,0,380,284,29,29,0.87,2
373,0,380,284,28,28,0.87,2
374,0,380,282,28,30,0.87,2
375,0,379,282,28,28,0.86,2
376,0,379,282,28,28,0.86,2
377,0,378,280,28,28,0.87,2
378,0,378,280,28,28,0.87,2
379,0,378,279,27,28,0.88,2
380,0,378,278,27,28,0.87,2
381,0,377,278,27,28,0.86,2
382,0,376,277,28,28,0.86,2
383,0,376,276,27,27,0.86,2
384,0,375,276,27,26,0.86,2
385,0,375,275,27,26,0.86,2
386,0,375,274,26,26,0.86,2
387,0,374,273,26,26,0.86,2
388,0,373,273,27,26,0.86,2
389,0,374,272,26,26,0.86,2
